book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
4592,Intimations: Six Essays,Zadie Smith,4.7,32.0,615.0,Brought to you by Penguin.,1 hour and 51 minutes,111.0,Biographies of Authors | Women Biographies | Essays,Biographies of Authors,3,4.469549396202817,Intimations: Six Essays Zadie Smith Biographies of Authors Women Biographies Essays Brought to you by Penguin.,advanced only,intimations six essays,zadie smith
4593,"The Animal Shelter Mystery: The Boxcar Children Mysteries, Book 22",Gertrude Chandler Warner,4.7,32.0,284.0,,,,,,0,4.469549396202817,"The Animal Shelter Mystery: The Boxcar Children Mysteries, Book 22 Gertrude Chandler Warner",catalog only,the animal shelter mystery the boxcar children mysteries book 22,gertrude chandler warner
4594,"The Making of Hero: Four Brothers, Two Wheels & a Revolution That Shaped India",Sunil K. Munjal,4.7,32.0,668.0,,,,,,0,4.469549396202817,"The Making of Hero: Four Brothers, Two Wheels & a Revolution That Shaped India Sunil K. Munjal",catalog only,the making of hero four brothers two wheels and a revolution that shaped india,sunil k munjal
4595,"Keep Pain in the Past: Getting Over Trauma, Grief, and the Worst That's Ever Happened to You",Dr. Chris Cortman,4.6,32.0,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.46437976776986,"Keep Pain in the Past: Getting Over Trauma, Grief, and the Worst That's Ever Happened to You Dr. Chris Cortman Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,keep pain in the past getting over trauma grief and the worst that s ever happened to you,dr chris cortman
4596,Making the Gods Work for You: The Astrological Language of the Psyche,Caroline W. Casey,4.6,32.0,410.0,"In ancient times, the study of the heavens and the study of the psyche comprised a single science - astrology - leading C. G. Jung to describe it as ""the first form of psychology"". In Making the Gods Work for You, you will learn how archetypal forces - symbolized as planets or gods - can help you create change in your life and in the world.",3 hours and 9 minutes,189.0,Astrology (Audible Audiobooks & Originals) | New Thought Spirituality | Astrology,Astrology (Audible Audiobooks & Originals),3,4.46437976776986,"Making the Gods Work for You: The Astrological Language of the Psyche Caroline W. Casey Astrology (Audible Audiobooks & Originals) New Thought Spirituality Astrology In ancient times, the study of the heavens and the study of the psyche comprised a single science - astrology - leading C. G. Jung to describe it as ""the first form of psychology"". In Making the Gods Work for You, you will learn how archetypal forces - symbolized as planets or gods - can help you create change in your life and in the world.",both datasets,making the gods work for you the astrological language of the psyche,caroline w casey
4597,Soof,Sarah Weeks,4.6,32.0,422.0,,,,,,0,4.46437976776986,Soof Sarah Weeks,catalog only,soof,sarah weeks
4598,The Greatness Guide Book 2,Robin Sharma,4.6,32.0,351.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.46437976776986,"The Greatness Guide Book 2 Robin Sharma Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the greatness guide book 2,robin sharma
4599,The Power of Concentration,Theron Q. Dumont,4.6,32.0,585.0,,,,,,0,4.46437976776986,The Power of Concentration Theron Q. Dumont,catalog only,the power of concentration,theron q dumont
4600,Getting Ahead: Three Steps to Take Your Career to the Next Level,Joel A. Garfinkle,4.5,32.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.459210139336904,"Getting Ahead: Three Steps to Take Your Career to the Next Level Joel A. Garfinkle Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,getting ahead three steps to take your career to the next level,joel a garfinkle
4601,True Colours: My Life,Adam Gilchrist,4.5,32.0,1171.0,,,,,,0,4.459210139336904,True Colours: My Life Adam Gilchrist,catalog only,true colours my life,adam gilchrist
4602,"Connecting with Your Angels: See, Talk, and Work with the Angelic Realm",Doreen Virtue,4.4,32.0,562.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.454040510903948,"Connecting with Your Angels: See, Talk, and Work with the Angelic Realm Doreen Virtue Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",advanced only,connecting with your angels see talk and work with the angelic realm,doreen virtue
4603,A Better India: A Better World,Narayan Murthy,4.3,32.0,1005.0,Visit the website for A Better India: A Better World.,10 hours and 54 minutes,654.0,Poverty & Homelessness Studies | Literary Essays | Politics & Government,Poverty & Homelessness Studies,3,4.448870882470992,A Better India: A Better World Narayan Murthy Poverty & Homelessness Studies Literary Essays Politics & Government Visit the website for A Better India: A Better World.,both datasets,a better india a better world,narayan murthy
4604,Dust on the Mountain,Ruskin Bond,4.3,32.0,301.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.448870882470992,"Dust on the Mountain Ruskin Bond Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,dust on the mountain,ruskin bond
4605,Ignorance,Milan Kundera,4.3,32.0,417.0,"Irena and Josef meet by chance while returning to their homeland, which they had abandoned 20 years earlier. Will they manage to pick up the thread of their strange love story, interrupted almost as soon as it began and then lost in the tides of history? The truth is that after such a long absence 'their memories no longer match'.",4 hours and 20 minutes,260.0,Romance (Audible Audiobooks & Originals) | Romance,Romance (Audible Audiobooks & Originals),2,4.448870882470992,"Ignorance Milan Kundera Romance (Audible Audiobooks & Originals) Romance Irena and Josef meet by chance while returning to their homeland, which they had abandoned 20 years earlier. Will they manage to pick up the thread of their strange love story, interrupted almost as soon as it began and then lost in the tides of history? The truth is that after such a long absence 'their memories no longer match'.",advanced only,ignorance,milan kundera
4606,"The Magic Unicorn: Bedtime Stories for Kids: Short Funny, Fantasy Stories for Children and Toddlers to Help Them Fall Asleep and Relax. Fantastic Stories to Dream about for All Ages. Easy to Read.",Sarah Doll,4.3,32.0,501.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.448870882470992,"The Magic Unicorn: Bedtime Stories for Kids: Short Funny, Fantasy Stories for Children and Toddlers to Help Them Fall Asleep and Relax. Fantastic Stories to Dream about for All Ages. Easy to Read. Sarah Doll Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the magic unicorn bedtime stories for kids short funny fantasy stories for children and toddlers to help them fall asleep and relax fantastic stories to dream about for all ages easy to read,sarah doll
4607,Foul Is Fair,Hannah Capin,4.2,32.0,888.0,,,,,,0,4.443701254038035,Foul Is Fair Hannah Capin,catalog only,foul is fair,hannah capin
4608,The Strategy of Conflict,Thomas C. Schelling,4.2,32.0,668.0,"A series of closely interrelated essays on game theory, this book deals with an area in which progress has been least satisfactory - the situations where there is a common interest as well as conflict between adversaries: negotiations, war and threats of war, criminal deterrence, extortion, tacit bargaining. It proposes enlightening similarities between, for instance, maneuvering in limited war and in a traffic jam; deterring the Russians and one's own children; the modern strategy of terror and the ancient institution of hostages.",9 hours and 22 minutes,562.0,,,0,4.443701254038035,"The Strategy of Conflict Thomas C. Schelling A series of closely interrelated essays on game theory, this book deals with an area in which progress has been least satisfactory - the situations where there is a common interest as well as conflict between adversaries: negotiations, war and threats of war, criminal deterrence, extortion, tacit bargaining. It proposes enlightening similarities between, for instance, maneuvering in limited war and in a traffic jam; deterring the Russians and one's own children; the modern strategy of terror and the ancient institution of hostages.",both datasets,the strategy of conflict,thomas c schelling
4609,Why Moats Matter: The Morningstar Approach to Stock Investing,Heather Brilliant,4.2,32.0,668.0,,,,,,0,4.443701254038035,Why Moats Matter: The Morningstar Approach to Stock Investing Heather Brilliant,catalog only,why moats matter the morningstar approach to stock investing,heather brilliant
4610,"Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything",Steven Levy,4.1,32.0,668.0,,,,,,0,4.438531625605078,"Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything Steven Levy",catalog only,insanely great the life and times of macintosh the computer that changed everything,steven levy
4611,Enduring the Whirlwind: The German Army and the Russo-German War 1941-1943,Gregory Liedtke,3.9,32.0,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.4281923687391656,"Enduring the Whirlwind: The German Army and the Russo-German War 1941-1943 Gregory Liedtke Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,enduring the whirlwind the german army and the russo german war 1941 1943,gregory liedtke
4612,The Nuclear Effect: The 6 Pillars of Building a 7+ Figure Online Business,Scott Oldford,4.8,31.0,469.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.4741926800154435,"The Nuclear Effect: The 6 Pillars of Building a 7+ Figure Online Business Scott Oldford Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the nuclear effect the 6 pillars of building a 7 figure online business,scott oldford
4613,"The Great Raid: A LitRPG Adventure (Tower of Power Series, Book 4)",Ivan Kal,4.6,31.0,586.0,,,,,,0,4.464160317555896,"The Great Raid: A LitRPG Adventure (Tower of Power Series, Book 4) Ivan Kal",catalog only,the great raid a litrpg adventure tower of power series book 4,ivan kal
4614,"The Search: Finding Your Inner Power, Your Potential",OSHO,4.6,31.0,351.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.464160317555896,"The Search: Finding Your Inner Power, Your Potential OSHO Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the search finding your inner power your potential,osho
4615,A Short History of Modern Philosophy: From Descartes to Wittgenstein,Roger Scruton,4.5,31.0,949.0,"Discover for yourself the pleasures of philosophy! Written both for the seasoned student of philosophy as well as the general listener, renowned writer Roger Scruton provides a survey of modern philosophy. Always engaging, the author takes us on a fascinating tour of the subject, from founding father Descartes to the most important and famous philosopher of the 20th century, Ludwig Wittgenstein. He identifies all the principal figures as well as outlines of the main intellectual preoccupations that have informed Western philosophy.",-1,,,,0,4.459144136326123,"A Short History of Modern Philosophy: From Descartes to Wittgenstein Roger Scruton Discover for yourself the pleasures of philosophy! Written both for the seasoned student of philosophy as well as the general listener, renowned writer Roger Scruton provides a survey of modern philosophy. Always engaging, the author takes us on a fascinating tour of the subject, from founding father Descartes to the most important and famous philosopher of the 20th century, Ludwig Wittgenstein. He identifies all the principal figures as well as outlines of the main intellectual preoccupations that have informed Western philosophy.",both datasets,a short history of modern philosophy from descartes to wittgenstein,roger scruton
4616,Echoes Among the Stones,Jaime Jo Wright,4.5,31.0,938.0,"After Aggie Dunkirk's career is unceremoniously ended by her own mistakes, she finds herself traveling to Wisconsin, where her grandmother, Mumsie, lives alone in her rambling old home. She didn't plan for how eccentric Mumsie has become, obsessing over an old, unsolved crime scene - even going so far as to re-create it in the dollhouse.",12 hours and 34 minutes,754.0,Christian Thriller & Suspense | Romantic Suspense (Audible Audiobooks & Originals) | Suspense,Christian Thriller & Suspense,3,4.459144136326123,"Echoes Among the Stones Jaime Jo Wright Christian Thriller & Suspense Romantic Suspense (Audible Audiobooks & Originals) Suspense After Aggie Dunkirk's career is unceremoniously ended by her own mistakes, she finds herself traveling to Wisconsin, where her grandmother, Mumsie, lives alone in her rambling old home. She didn't plan for how eccentric Mumsie has become, obsessing over an old, unsolved crime scene - even going so far as to re-create it in the dollhouse.",advanced only,echoes among the stones,jaime jo wright
4617,"Miracle Morning (German edition): Die Stunde, die alles verändert",Hal Elrod,4.5,31.0,602.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.459144136326123,"Miracle Morning (German edition): Die Stunde, die alles verändert Hal Elrod Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,miracle morning german edition die stunde die alles verändert,hal elrod
4618,"Peril at Granite Peak: Hardy Boys Adventures, Book 5",Franklin W. Dixon,4.5,31.0,305.0,"As I rounded the corner, I spotted Rick just ahead. He paused and bent down to poke at something on the ground by his feet, muttering something that I couldn't make out due to the wind. WHOOSH! I gasped and jumped back as a huge pile of snow slid off the roof of the ski shack, completely burying Rick!",-1,,,,0,4.459144136326123,"Peril at Granite Peak: Hardy Boys Adventures, Book 5 Franklin W. Dixon As I rounded the corner, I spotted Rick just ahead. He paused and bent down to poke at something on the ground by his feet, muttering something that I couldn't make out due to the wind. WHOOSH! I gasped and jumped back as a huge pile of snow slid off the roof of the ski shack, completely burying Rick!",both datasets,peril at granite peak hardy boys adventures book 5,franklin w dixon
4619,The Buddha Is Still Teaching: Contemporary Buddhist Wisdom,Jack Kornfield (editor),4.5,31.0,100.0,"When the Buddha set in motion the wheel of Dharma, he knew that the teaching he gave was inexhaustible - that every future generation would find its own skillful ways to convey it to the hearts and minds of those ready to hear. The Buddha Is Still Teaching is testimony to the fulfillment of that promise today. The selections it contains, from today's most highly regarded contemporary Buddhist teachers, bring the Dharma eloquently to life for us in our own time, place, and culture. They demonstrate that two and a half millennia have done nothing to diminish the freshness of the Buddhist teachings, or their universal applicability to our lives. Contributors include: Ajahn Chah, Joko Beck, Sylvia Boorstein, Tara Brach, Pema Chdrn, the Dalai Lama, Ram Dass, Mark Epstein, Norman Fischer, Natalie Goldberg, Joseph Goldstein, Dilgo Khyentse, Jack Kornfield, Noah Levine, Stephen Levine, Sakyong Mipham, Sharon Salzberg, Suzuki Roshi, Robert Thurman, Thich Nhat Hanh, and Tulku Thondup.",-1,,,,0,4.459144136326123,"The Buddha Is Still Teaching: Contemporary Buddhist Wisdom Jack Kornfield (editor) When the Buddha set in motion the wheel of Dharma, he knew that the teaching he gave was inexhaustible - that every future generation would find its own skillful ways to convey it to the hearts and minds of those ready to hear. The Buddha Is Still Teaching is testimony to the fulfillment of that promise today. The selections it contains, from today's most highly regarded contemporary Buddhist teachers, bring the Dharma eloquently to life for us in our own time, place, and culture. They demonstrate that two and a half millennia have done nothing to diminish the freshness of the Buddhist teachings, or their universal applicability to our lives. Contributors include: Ajahn Chah, Joko Beck, Sylvia Boorstein, Tara Brach, Pema Chdrn, the Dalai Lama, Ram Dass, Mark Epstein, Norman Fischer, Natalie Goldberg, Joseph Goldstein, Dilgo Khyentse, Jack Kornfield, Noah Levine, Stephen Levine, Sakyong Mipham, Sharon Salzberg, Suzuki Roshi, Robert Thurman, Thich Nhat Hanh, and Tulku Thondup.",advanced only,the buddha is still teaching contemporary buddhist wisdom,jack kornfield editor
4620,The Winner's Brain: 8 Strategies Great Minds Use to Achieve Success,Jeff Brown,4.5,31.0,656.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.459144136326123,"The Winner's Brain: 8 Strategies Great Minds Use to Achieve Success Jeff Brown Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the winner s brain 8 strategies great minds use to achieve success,jeff brown
4621,How to Think Like a CEO: The 22 Vital Traits You Need to Be the Person at the Top,D.A. Benton,4.1,31.0,500.0,,,,,,0,4.439079411407029,How to Think Like a CEO: The 22 Vital Traits You Need to Be the Person at the Top D.A. Benton,catalog only,how to think like a ceo the 22 vital traits you need to be the person at the top,d a benton
4622,Obsession,Karen Robards,3.9,31.0,913.0,,,,,,0,4.429047048947482,Obsession Karen Robards,catalog only,obsession,karen robards
4623,The Fish Who Found the Sea,Alan Watts,5.0,30.0,258.0,,,,,,0,4.483389102511416,The Fish Who Found the Sea Alan Watts,catalog only,the fish who found the sea,alan watts
4624,A Course in Meditation: A 21-Day Workout for Your Consciousness,Osho,4.9,30.0,754.0,A 21-day course for modern meditators,4 hours and 58 minutes,298.0,"Meditation (Audible Audiobooks & Originals) | Meditation | Mind, Body & Spirit",Meditation (Audible Audiobooks & Originals),3,4.478526865882567,"A Course in Meditation: A 21-Day Workout for Your Consciousness Osho Meditation (Audible Audiobooks & Originals) Meditation Mind, Body & Spirit A 21-day course for modern meditators",both datasets,a course in meditation a 21 day workout for your consciousness,osho
4625,Do It Afraid: Embracing Courage in the Face of Fear,Joyce Meyer,4.9,30.0,500.0,,,,,,0,4.478526865882567,Do It Afraid: Embracing Courage in the Face of Fear Joyce Meyer,catalog only,do it afraid embracing courage in the face of fear,joyce meyer
4626,The Poems of T. S. Eliot: Read by Jeremy Irons,T. S. Eliot,4.9,30.0,607.0,,,,,,0,4.478526865882567,The Poems of T. S. Eliot: Read by Jeremy Irons T. S. Eliot,catalog only,the poems of t s eliot read by jeremy irons,t s eliot
4627,Greek Myths,DK,4.8,30.0,410.0,,,,,,0,4.473664629253718,Greek Myths DK,catalog only,greek myths,dk
4628,Peppa Pig: Once Upon a Time,Ladybird,4.8,30.0,342.0,"A collection of ten newly recorded audio stories based on Peppa Pig, the hit TV show!",59 minutes,59.0,Animal Fiction for Children | Animals for Children | Children's Literature & Fiction,Animal Fiction for Children,3,4.473664629253718,"Peppa Pig: Once Upon a Time Ladybird Animal Fiction for Children Animals for Children Children's Literature & Fiction A collection of ten newly recorded audio stories based on Peppa Pig, the hit TV show!",both datasets,peppa pig once upon a time,ladybird
4629,"Void Stalker: Night Lords: Warhammer 40,000 Book 3",Aaron Dembski-Bowden,4.8,30.0,1138.0,,,,,,0,4.473664629253718,"Void Stalker: Night Lords: Warhammer 40,000 Book 3 Aaron Dembski-Bowden",catalog only,void stalker night lords warhammer 40 000 book 3,aaron dembski bowden
4630,Leading at a Higher Level,Stow Lovejoy,4.7,30.0,836.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.468802392624869,"Leading at a Higher Level Stow Lovejoy Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,leading at a higher level,stow lovejoy
4631,Maximum Influence: 2nd Edition: The 12 Universal Laws of Power Persuasion,Kurt W Mortensen,4.7,30.0,820.0,,,,,,0,4.468802392624869,Maximum Influence: 2nd Edition: The 12 Universal Laws of Power Persuasion Kurt W Mortensen,catalog only,maximum influence 2nd edition the 12 universal laws of power persuasion,kurt w mortensen
4632,A Time for all Things: Collected Essays and Sketches,Ruskin Bond,4.5,30.0,1003.0,"The finest nonfiction by Ruskin Bond, a singular writer who has inspired and comforted three generations, collected in a single volume.",-1,,,,0,4.45907791936717,"A Time for all Things: Collected Essays and Sketches Ruskin Bond The finest nonfiction by Ruskin Bond, a singular writer who has inspired and comforted three generations, collected in a single volume.",both datasets,a time for all things collected essays and sketches,ruskin bond
4633,Astrology for Dummies: 3rd Edition,Rae Orion,4.5,30.0,703.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.45907791936717,"Astrology for Dummies: 3rd Edition Rae Orion Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",advanced only,astrology for dummies 3rd edition,rae orion
4634,Emotional Branding: The New Paradigm for Connecting Brands to People,Marc Gobe,4.5,30.0,836.0,"Emotional Branding is the best-selling revolutionary business audiobook that has created a movement in branding circles by shifting the focus from products to people. The “10 Commandments of Emotional Branding” have become a new benchmark for marketing and creative professionals, and emotional branding has become a coined term by many top industry experts to express the new dynamic that exists now between brands and people. The emergence of social media, consumer empowerment, and interaction were all clearly predicted in this audiobook 10 years ago around the new concept of a consumer democracy.",-1,,,,0,4.45907791936717,"Emotional Branding: The New Paradigm for Connecting Brands to People Marc Gobe Emotional Branding is the best-selling revolutionary business audiobook that has created a movement in branding circles by shifting the focus from products to people. The “10 Commandments of Emotional Branding” have become a new benchmark for marketing and creative professionals, and emotional branding has become a coined term by many top industry experts to express the new dynamic that exists now between brands and people. The emergence of social media, consumer empowerment, and interaction were all clearly predicted in this audiobook 10 years ago around the new concept of a consumer democracy.",advanced only,emotional branding the new paradigm for connecting brands to people,marc gobe
4635,First-Time Mom: Getting Off on the Right Foot from Birth to First Grade,Kevin Leman,4.5,30.0,633.0,"What does it take to rear a firstborn child? Renowned psychologist Kevin Leman educates moms and dads on the essentials of parenting and expounds on the traits that characterize firstborn children so new parents know what to expect. He explains how birth order can influence each stage of development - from infancy on into young adulthood. This audiobook will help first-time parents - especially mothers - adjust to their new situation and role while raising a happy, healthy child.",6 hours and 40 minutes,400.0,Christian Family | Women's Christian Living | Motherhood,Christian Family,3,4.45907791936717,"First-Time Mom: Getting Off on the Right Foot from Birth to First Grade Kevin Leman Christian Family Women's Christian Living Motherhood What does it take to rear a firstborn child? Renowned psychologist Kevin Leman educates moms and dads on the essentials of parenting and expounds on the traits that characterize firstborn children so new parents know what to expect. He explains how birth order can influence each stage of development - from infancy on into young adulthood. This audiobook will help first-time parents - especially mothers - adjust to their new situation and role while raising a happy, healthy child.",both datasets,first time mom getting off on the right foot from birth to first grade,kevin leman
4636,"Performance Dashboards: Measuring, Monitoring, and Managing Your Business, 2nd Edition",Wayne W. Eckerson,4.5,30.0,836.0,"Tips, techniques, and trends on harnessing dashboard technology to optimize business performance.",-1,,,,0,4.45907791936717,"Performance Dashboards: Measuring, Monitoring, and Managing Your Business, 2nd Edition Wayne W. Eckerson Tips, techniques, and trends on harnessing dashboard technology to optimize business performance.",both datasets,performance dashboards measuring monitoring and managing your business 2nd edition,wayne w eckerson
4637,The Guiding Light: A Selection of Quotations from My Favourite Books,A. P. J. Abdul Kalam,4.5,30.0,233.0,"From his schooldays to this day, when he is over eight decades old, Dr Kalam has been a lover of the written word. In The Guiding Light, he chooses the finest examples of writings from the numerous books, religious texts, philosophical tracts and poetry that he has read over the years. These words have impacted and shaped his thinking, helped him in times of need and made him the person he is. He has quoted from these works in his writings and lectures that have inspired millions of people he has met all over the world.",2 hours and 24 minutes,144.0,Christianity | Society & Social Sciences | Textbooks & Study Guides,Christianity,3,4.45907791936717,"The Guiding Light: A Selection of Quotations from My Favourite Books A. P. J. Abdul Kalam Christianity Society & Social Sciences Textbooks & Study Guides From his schooldays to this day, when he is over eight decades old, Dr Kalam has been a lover of the written word. In The Guiding Light, he chooses the finest examples of writings from the numerous books, religious texts, philosophical tracts and poetry that he has read over the years. These words have impacted and shaped his thinking, helped him in times of need and made him the person he is. He has quoted from these works in his writings and lectures that have inspired millions of people he has met all over the world.",both datasets,the guiding light a selection of quotations from my favourite books,a p j abdul kalam
4638,"Coding Languages for Absolute Beginners: 6 Books in 1: Arduino, C++, C#, Powershell, Python & SQL",Zach Webber,4.4,30.0,668.0,"The world is changing rapidly, and technology is at the very center of it. Technology is affecting our present. Technology drives and shapes our future. What better way to be part of that driving force than to learn the beating heart of all these computers and application? Coding.",7 hours and 39 minutes,459.0,Computer Programming Languages | Computer Science (Audible Audiobooks & Originals) | Computer Programming Language & Tool,Computer Programming Languages,3,4.454215682738321,"Coding Languages for Absolute Beginners: 6 Books in 1: Arduino, C++, C#, Powershell, Python & SQL Zach Webber Computer Programming Languages Computer Science (Audible Audiobooks & Originals) Computer Programming Language & Tool The world is changing rapidly, and technology is at the very center of it. Technology is affecting our present. Technology drives and shapes our future. What better way to be part of that driving force than to learn the beating heart of all these computers and application? Coding.",both datasets,coding languages for absolute beginners 6 books in 1 arduino c c powershell python and sql,zach webber
4639,Groundwork of the Metaphysics of Morals,Immanuel Kant,4.4,30.0,234.0,,,,,,0,4.454215682738321,Groundwork of the Metaphysics of Morals Immanuel Kant,catalog only,groundwork of the metaphysics of morals,immanuel kant
4640,I Have A Dream Speech,Martin Luther King Jr.,4.4,30.0,93.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.454215682738321,"I Have A Dream Speech Martin Luther King Jr. Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,i have a dream speech,martin luther king jr
4641,The Eye of the I: From Which Nothing Is Hidden,David R. Hawkins MD PhD,4.4,30.0,562.0,This is the second volume of a trilogy that began with Power vs. Force and was completed in the year 2003 by the publication of the third volume entitled I: Reality and Subjectivity.,-1,,,,0,4.454215682738321,The Eye of the I: From Which Nothing Is Hidden David R. Hawkins MD PhD This is the second volume of a trilogy that began with Power vs. Force and was completed in the year 2003 by the publication of the third volume entitled I: Reality and Subjectivity.,both datasets,the eye of the i from which nothing is hidden,david r hawkins md phd
4642,"The Case of the Silent Partner: Perry Mason Series, Book 17",Erle Stanley Gardner,4.3,30.0,670.0,"Successful florist Mildred Faulkner finds that the flower business is no bed of roses when arch-competitor Harry Peavis secretly buys stock in her small, family-owned business. To keep from being muscled out of her own company, Mildred goes to Perry Mason. But the legal eagle is stymied when Mildred's company is plundered by her brother-in-law to pay off gambling debts. The money trail leads to a nightclub hostess and her boss. When both are found dead, the trail of evidence leads back to Mildred.",5 hours and 46 minutes,346.0,"Crime Fiction | Mysteries | Crime, Thriller & Mystery",Crime Fiction,3,4.4493534461094715,"The Case of the Silent Partner: Perry Mason Series, Book 17 Erle Stanley Gardner Crime Fiction Mysteries Crime, Thriller & Mystery Successful florist Mildred Faulkner finds that the flower business is no bed of roses when arch-competitor Harry Peavis secretly buys stock in her small, family-owned business. To keep from being muscled out of her own company, Mildred goes to Perry Mason. But the legal eagle is stymied when Mildred's company is plundered by her brother-in-law to pay off gambling debts. The money trail leads to a nightclub hostess and her boss. When both are found dead, the trail of evidence leads back to Mildred.",advanced only,the case of the silent partner perry mason series book 17,erle stanley gardner
4643,The Hitchhiker's Guide to the Galaxy: The Secondary Phase (Dramatised),Douglas Adams,4.3,30.0,615.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.4493534461094715,"The Hitchhiker's Guide to the Galaxy: The Secondary Phase (Dramatised) Douglas Adams Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the hitchhiker s guide to the galaxy the secondary phase dramatised,douglas adams
4644,The Pursuit of Wow!: Every Person's Guide to Topsy-turvy Times,Tom Peters,4.3,30.0,577.0,,,,,,0,4.4493534461094715,The Pursuit of Wow!: Every Person's Guide to Topsy-turvy Times Tom Peters,catalog only,the pursuit of wow every person s guide to topsy turvy times,tom peters
4645,"The Tantra Experience (The Tantra Vision, Vol. 1): Evolution Through Love",Osho,4.3,30.0,351.0,,,,,,0,4.4493534461094715,"The Tantra Experience (The Tantra Vision, Vol. 1): Evolution Through Love Osho",catalog only,the tantra experience the tantra vision vol 1 evolution through love,osho
4646,Plato: A Very Short Introduction,Julia Annas,4.2,30.0,233.0,,,,,,0,4.444491209480622,Plato: A Very Short Introduction Julia Annas,catalog only,plato a very short introduction,julia annas
4647,Swoon: Great Seducers and Why Women Love Them,Betsy Prioleau,4.2,30.0,836.0,,,,,,0,4.444491209480622,Swoon: Great Seducers and Why Women Love Them Betsy Prioleau,catalog only,swoon great seducers and why women love them,betsy prioleau
